video_id,title,published,views,tags
qVk5fB-sjs4,Politics in Ghana - Election 2024 will be a battle of the North: Pastor Godson Afful,2021-06-09T21:00:14Z,22841,Paul Adom Otchere|Good Evening Ghana|Ghana News|MetroTV|Ghana Politics|Paul Adom Otchere Metro TV|Paul Adom Otchere Lawyer|Good Evening Ghana Live|Good Evening Ghana on Metro Tv|Good Evening Ghana Host|Ghana Elections|Ghana Electoral Commission|Ghana Decides|Politics in Ghana|NDC|NPP|Voting in Ghana|Ghana|Accra|Trending News in Ghana
2_E0n7F8Rgg,Mahama Returns As Ghana President After Election Win,2024-12-08T23:48:28Z,22835,Channels Television|Channels TV|Africa News|Top African News|Breaking news|Nigerian Top Stories|Channels TV News|Channels TV Report|News Update|latest news|today news|Nigeria news|Nigerian news|PoliticsToday|Top Stories|Top Story|Breaking News
I1edcLKBqFQ,Ghana election: The top three issues for voters - BBC Africa,2024-12-05T23:18:29Z,22776,BBC|Africa|bbc africa|bbc news|africa news|bbc africa news|Ghana election|Ghana elections|Daniel Dadzie|galamsey ghana|Ghana governance|Ghana environment|Ghana goes to the polls|Ghana election 2024|Ghana election campaign|ghana news|West Africa|Ghana illegal gold mining
MonTbQ0p_fA,Election 2024: NDC dismisses allegations made against them by the NPP,2024-12-07T16:22:10Z,22603,NPP|NDC|Election 2024|Election Headquarters
lnWq13lUPIQ,Prophet Bernard ElBernard speaks after Mahama wins Ghana 2024 elections,2024-12-08T14:20:49Z,21712,
gUxi1iKPaK4,Aftermath of Election 2024: NDC candidate Ewurabena Aubynn wins Ablekuma North seat,2024-12-10T19:52:04Z,21624,JoyNews|ElectionHQ|John Dumelo|NDC|Ayawaso West Wuogon|Election2024|Economic|Politics
9GsXn__aJj0,Biden Goes to Africa; Ghana Decides | Africa Amplified 12/06/2024,2024-12-06T13:48:11Z,21195,Adani|Angola|Bloomberg|Bloomberg News|Bloomberg TV|Bloomberg Television|Bola Tinubu|Congo|Donald Trump|G20|G20 Summit|Ghana election|Jennifer Zabasajja|Joe Biden|Lobito Corridor|Middle East|Mideast|Namibia|Nigeria|Ruth Olurounbi|Zambia
0zQRUV3ajJg,"Election 2024: Mahama to address NDC supporters in Kyebi, the President's hometown | Election Brief",2024-11-18T14:46:48Z,20984,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana
B0S897o1FsI,Elections 2024: Angel FM discuss Mahama's massive victory - Opanin Asamoah Yaw has this for the NDC,2024-12-09T13:41:54Z,20741,John Mahama|Angel fm|NDC Ghana|Asamoah Yaw|Freemind Family Ghana
iJ0YyRXuLkY,"PROPHECY ON THE NEXT PRESIDENT OF GHANA 🇬🇭 IN 2024 ELECTIONS, BY PROPHET EMMANUEL CHINONSO STEPHEN",2024-09-30T14:37:02Z,20480,2024 GHANA PRESIDENTIAL ELECTION PROPHECY.mp4
W-TO45qclBw,Election 2024: Clergy will not sit and allow Ghanaians become refugees - Archbishop Duncan-Williams,2024-05-20T19:52:04Z,19868,John Mahama|Archbishop Nicholas Duncan-Williams|Action Chapel|Election 2024|Building Ghana Tour|NDC|Christian Council|Election HQ|Electoral Commission|Jean Mensa|President Akufo-Addo|Agenda 111
i94FHdaw_2k,Election 2024: Chaos in Kasoa as gunshots fly,2024-12-07T16:28:40Z,19310,Ghanaweb TV|Ghana|web|Africa|GhanaWeb|Ghana News|news|ghananews
xNpOgPM_mbw,Akwaboah - Asorkorrr ( Ghana Election 2024 Song),2024-12-03T21:03:11Z,18771,
TcNP58lhQOc,Ghana Elections 2024: The Battle For The Future of Ghanaians,2024-12-06T06:48:57Z,18691,Africa|African news|Kenya|Tanzania|Ghana|South Africa|Nigeria|TRT Afrika|TRT Africa|TRT Afrika English|TRT Africa English|ghana election 2024|ndc|latest news|cpp|economy|election|news in ghana|ghana|ghana political issues|npp ghana|Dr Mahamudu Bawumia|West Africa|John Dramani Mahama|6th december 2024
oPdyBjATawY,Election 2024 || 8th December 2024 (Cont.),2024-12-08T20:26:44Z,18366,Ghana|#GBCGHANAONLINE
CjUq_CYO7R0,Election 2024: NDC to resist re-collated results from nine constituencies | JoyNews Today,2024-12-24T13:44:48Z,18175,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|NDC|By election|Trends GH|Politicians|Politics
j9lBp0blLIc,"Election 2024: Presidential Encounter with the flag-bearer of the NDC, John Dramani Mahama",2024-11-29T23:00:19Z,18080,Ghana|#GBCGHANAONLINE
R5CRlI3Nt-4,Elections 2024: Mahama becomes Supreme Leader - End of Road for NPP - Where Yaanom dey?,2024-12-10T13:31:25Z,18076,John Mahama|Ghana politics|Ghana videos
5D9_nGntpT8,2024 PRESIDENTIAL & PARLIAMENTARY ELECTIONS | 7 DECEMBER 2024,2024-12-08T05:08:45Z,18039,
-mzD_8F19jc,LIVE: Election 2024,2024-12-07T09:27:05Z,17599,BizTech|Nkomma Woho|GhanWeb|GhanaWeb TV|ghana|election|ghanaelection|npp|ndc|newforce
jIyKAFf4UeY,"Election 2024: The eight is with me, let them come and break the eight and let me see - John Mahama",2024-09-28T15:33:30Z,17016,Dr. Matthew Opoku Prempeh|New Patriotic Party|Prof. Jane Naana Opoku-Agyemang|National Democratic Congress|John Mahama|Dr. Mahamudu Bawumia|Breaking the eight|Election 2024
0VIuH3d_BRs,2024 ELECTIONS: NPP HOLDS FINAL RALLY: “POSSIBILITIES VICTORY RALLY” 05/12/24,2024-12-05T17:23:08Z,16764,
RvY-ydr_-vs,"NPP Expels 280 Members, Including MP in Agona West  |  Election 2024",2024-12-24T00:58:50Z,16559,Channel1News|ChannelOne TV|GhanaNews|Ghana|News
agn9iLuZsp0,"Jubilant Mahama supporters celebrate, as rival Bawumia concedes Ghana election | AFP",2024-12-08T11:29:01Z,16250,1ST|IMAGES|GHANA|POLITICS|VOTE|NDC|CELEBRATIONS|AFP|NEWS|ACTU|INFO
1n7x-j682Fs,Aftermath of Election 2024: NDC has proof to claim Ablekuma North seat - Dr Tanko | JoyNews Today,2024-12-17T14:02:04Z,16186,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|NDC|By election|Trends GH|Politicians|Politics
eozkJjSN_lY,FULL VIDEO:Sh0cking Prophecy by Apostle Johnson Suleman Concern!ng 2024 ELECTION in Ghana,2023-01-29T16:20:48Z,15945,Apostle johnson suleman|Ghana 2024 election prophecy|Ghnews|Mahama|Nigeria|Npp flagbearer 2024|State of Ghana|bible|blackrock|breaking news ghana|center for revival|coinbase|debate|exclusive with mahama|ghana|ghana current news|ghana news|john dramani mahama|john mahama|lagos nigeria|nigerian|nigerian movies|politics|prophet stories|strange miracles & the prophetic in africa
OItU2Nvkx4c,Ghana's ruling party candidate Mahamudu Bawumia votes in presidential election | AFP,2024-12-07T09:33:48Z,15928,1ST|IMAGES|GHANA|POLITICS|VOTE|BAWUMIA|AFP|NEWS|ACTU|INFO
YPJJqEAi41E,Ghana 2024 Elections: NDC John Mahama has Performed Better Than Nana Addo and Bawumia #shorts,2024-12-05T00:23:34Z,15873,
Cw-2kw4nK8Y,2024 Ghana Election Polls: NPP vs NDC - Regional and National  Poll Analysis,2024-11-16T08:00:18Z,15572,
zVXgYVbP7m0,#Election2024: Polls Closing,2024-12-07T17:14:48Z,15379,TV3|TV3 Ghana|Media General|TV3 News|Tv3 Midday News|News360|Ghana News on TV3|3News|Onua TV|3FM|3News Online|Date Rush|GMB|Ghana's Most Beautiful|Perfect Match Xtra|PMX|Perfect Match|TheDayShow|ShowBiz360|TheDayShow With Berla Mundi|TV3TalentedKidz
y6XKM8S_McA,Elections 2024: A focus on Ashanti region's turnout in recent Presidential polls,2024-10-12T13:05:19Z,15346,Channel1News|ChannelOne TV|GhanaNews|Ghana|News
usTQoUf_Oh0,"ELECTION 2024, ÀCCRA AND GHANA STAND FOR THE NDC.",2024-12-01T11:21:27Z,15294,
2JMStekdzgQ,FULL VIDEO: EC declares John Mahama as winner of 2024 presidential election,2024-12-10T12:43:50Z,15160,Ghanaweb TV|Ghana|web|Africa|GhanaWeb|Ghana News|news|ghananews
2nxExbQM1Ms,Election 2024: Is the Electoral Commission losing relevance in announcing poll results?,2024-12-08T12:27:48Z,15020,NPP|NDC|Election 2024|Election Headquarters
aJ1vVHJrzNk,President Elect John Mahama's Strategy for Winning Ghana's 2024 Elections Revealed #shorts,2024-12-26T20:23:08Z,14900,
igEMxdzV5TQ,John Dumelo calls Ayawaso West Wuogon MP’s food packs to voters completely unacceptable,2024-12-02T12:45:35Z,14517,
JvymY0IsgGI,Ghana’s former President John Mahama wins election,2024-12-09T06:04:21Z,14469,Accra|Al Jazeera|Al Jazeera English|Business and Economy|Former President John Dramani Mahama wins|Ghana economic crisis|Ghana economy|Ghana elections|Ghana legislative elections|Ghana parliamentary elections|Ghana politics|Ghana presidential election|Ghanaians vote|John Dramani Mahama wins|John Mahama|John Mahama wins election|Mahamudu Bawumia|NDC|NPP|National Democratic Congress|New Patriotic Party|Politics|legislative elections|polls close in Ghana
tbDm2juOEDw,"FINAL RESULTS for the 2024 ELECTIONS , NDC is leading",2024-12-08T08:47:07Z,13982,#UTV|#TV3|# AKUFFO ADDO GOVERNMENT|# GHANA ENTERTAINMENT|#BAWUMIA|# GHANA POLICE|#GHANA MUSIC INDUSTRY|# EDUCATION MINSTRY|# NDC|# NPP|# CHADDER|# ELECTION|# SHATTA WALE|# STONEBOY|# SARKODIE
zNG_OqemCbg,WHY BAWUMIA IS WINNING ELECTIONS 2024: THE VOICE OF THE PEOPLE 24/11/2024,2024-11-24T19:35:56Z,13321,
nH8X5wT5iXs,Election 2024: Chaos at Takoradi GPRTU terminal as thousands rush home to vote | JoyNews Today,2024-12-06T13:59:50Z,12917,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|NDC|By election|Trends GH|Politicians|Politics
5pavgMHw2PQ,Election 2024: NPP financiers dissatisfied with Akufo-Addo-Bawumia govt - Mustapha Gbande,2024-11-06T11:19:04Z,12839,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|Joy News|Latest News|HomePage|Ghana|Current Affairs|Business|Election 2024
s3hnVbSaY1o,"Goodluck Jonathan compares Ghana Elections as an Example for Nigeria, Africa",2024-12-07T23:38:08Z,12773,battabox|nigeria|NigerianNews
a6LEBmL5L00,Elections 2024: Angry NPP NDC youth vandalise Bawumia's Billboards - Spirito on how NDC won - Azuka!,2024-12-09T16:40:51Z,12423,Ghana news|Ghana videos|Ghana|Ghana Prophet Azuka|Mahamudu Bawumia|Ghana elections 2024|current news on Ghana elections 2024|Latest news on Ghana elections 2024|Freemind Family Ghana
a6LEBmL5L00,Elections 2024: Angry NPP NDC youth vandalise Bawumia's Billboards - Spirito on how NDC won - Azuka!,2024-12-09T16:40:51Z,12423,Ghana news|Ghana videos|Ghana|Ghana Prophet Azuka|Mahamudu Bawumia|Ghana elections 2024|current news on Ghana elections 2024|Latest news on Ghana elections 2024|Freemind Family Ghana
hPYgNFGC5do,"LIVE: Bawumia congratulates Mahama as he concedes defeat, EC urged to speed up collation process",2024-12-08T19:09:43Z,12412,BizTech|Nkomma Woho|GhanWeb|GhanaWeb TV|ghana|election|ghanaelection|npp|ndc|newforce
hPYgNFGC5do,"LIVE: Bawumia congratulates Mahama as he concedes defeat, EC urged to speed up collation process",2024-12-08T19:09:43Z,12412,BizTech|Nkomma Woho|GhanWeb|GhanaWeb TV|ghana|election|ghanaelection|npp|ndc|newforce
76DB61gNsys,Election 2024: NDc rejects Electoral Commission's certified voter register | AM News,2024-11-07T09:45:03Z,12347,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana
76DB61gNsys,Election 2024: NDc rejects Electoral Commission's certified voter register | AM News,2024-11-07T09:45:03Z,12347,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana
yX-e3wNsTXM,The Uebert Angel Congratulation Message To Ghana🇬🇭 Elections Winner 2024 That Was Misunderstood,2024-11-29T16:01:02Z,12342,uebert angel|uebert angel new messages|pastor chris messages|uebert angel international prophecies|the zoe podcast|uebert angel prophesy on ghana elections|when is ghana elections 2024|who wins ghana elections 2024|what uebert angel said about ghana elections|will bawumia win elections 2024|will mahama win elections 2024|kusi boateng election prophecy|kusi boateng npp prophecy|maham fellowship with the clergy|owusu bempah prays for mahama|akua donkor death story
8a1zhXkeAwA,Election 2024 || 8th December 2024 (Cont.),2024-12-08T16:17:08Z,12342,Ghana|#GBCGHANAONLINE
CuMzuL-6f8Q,Ghana elections dominated by concerns over worst economic crisis in a generation | DW News,2024-12-07T21:13:08Z,12057,DW News|ghana|bawumia|mahama|economic collapse
RzljD34-N8E,"Election 2024: Dr. Bawumia wraps up 3-day tour of Oti, Eastern and Ashanti Regions. #ElectionHQ",2024-12-02T19:30:34Z,11830,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana|Election 2024
Zxks5QM2I5Q,"LIVE: RESULTS OF GHANA ELECTIONS 2024: NPP TAKES EARLY LEAD IN ASHANTI, NDC LEADS IN VOLTA REGION",2024-12-07T16:52:54Z,11828,Ghana|Ghana News|Ghana Celebs|Ghana TV|Ghana Showbiz|Ghana Politics|gossips24|Omanchannel|Kwadwosheldon|ghpage|pinaxtv|kofitv|wontumisports
6jmKzINqLdM,"Elections 2024: K.T Hammond speaks first time after defeat😂 - Miracles Aboagye, Wontumi before",2024-12-11T15:19:54Z,11673,KT Hammond|Miracles Aboagye|Chairman Wontumi|John Mahama|Freemind Family Ghana|Ghana news|Ghana videos
yRB3d7oGFw4,Ghana Decides 2024: Special Live Coverage | Election Reference Center,2024-12-09T14:25:26Z,11519,NDC|NPP|net2tvgh|politics in ghana|kennedy agyapong|kencity|president of ghana|elections in ghana|the watchman|trending in ghana|john mahama|nana akufo-addo|1ontrending|ghana
dZx78mcKRts,Election Morning: Live updates from across the nation on the early hours of Ghana's 2024 polls,2024-12-07T12:38:29Z,11368,NPP|NDC|Election 2024|Election Headquarters
MF134JVmp2w,Election 2024: John Mahama unveils ten-member transition team,2024-12-11T11:33:06Z,11297,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana|Election 2024
sPAlSKPKAMw,NPP IS WINNING 2024 ELECTIONS IN GHANA because they plan to hijack the system - Prof Emmanuel Micah,2024-11-21T06:30:30Z,10989,Vibes in 5|Vibesin5|Vibes in 5 with Arnold|Arnold Elavanyo|Arnold|Elavanyo|Arnold interviews|u zi me|fun|sunny|Ghana|entertainment|laughs|celebs|GhComedy|GhanaComedy|GhanaCelebInterviews|GhanaMusic|Viral|comicskits|Ghanamovies|Ghanainterviews|Ghanacomicskits|vibesin5interviews|vibesin5skits
I1_r4p81_OM,2024 PRESIDENTIAL & PARLIAMENTARY ELECTIONS | 7 DECEMBER 2024,2024-12-07T16:34:26Z,10959,
8KY2rjAtx-E,Election 2024: 'The Verdict is Already Out' – Asiedu Nketiah,2024-10-28T14:14:20Z,10959,TV3|TV3 Ghana|Media General|TV3 News|Tv3 Midday News|News360|Ghana News on TV3|3News|Onua TV|3FM|3News Online|Date Rush|GMB|Ghana's Most Beautiful|Perfect Match Xtra|PMX|Perfect Match|TheDayShow|ShowBiz360|TheDayShow With Berla Mundi|TV3TalentedKidz
LFtdKTBig_s,Ghana Elections 2024: Some market women share their predictions on who will emerge victorious,2024-12-05T04:16:20Z,10859,
kMm3WsLgnWU,"Elections 2024: There  Are Also Great Prophets In  Ghana, Not Zimbabwe, Asantehene, Police.",2024-11-25T13:34:41Z,10849,sarkodie|stonbwoy|shattawale|mahama|serwaa|lilwin|funnyface|kennedyagyapong|revobofour|traceboakye|nanayawsarfoh|kofioduro|abronye|asem|ghananews|nana yaw sarfo|adomtv|nhyiratv|Apostle Agyenim Boateng|utv ghana|CHURCH|nana addo|obinim|mzbel|akuapempoloo|charlotteoduro|real woman in me|kofi tv|gh page|zionfelix|evangelist awusi|Trends GH TV|Oman channel|Pinax tv|2muchgh|king2tv|sunday groove|rtv ghana|ghpage|oneghanatv
jFNN_qkHw_Y,Ghana opposition leader Mahama officially declared winner of presidential election | AFP,2024-12-09T18:19:26Z,10819,1ST|IMAGES|GHANA|POLITICS|VOTE|AFP|NEWS|ACTU|INFO
umJ29LOZ8rA,Election 2024 will be a 'one-touch' win; NDC to dominate Parl comfortably – Musah Dankwah | AM Show,2024-11-25T11:32:54Z,10806,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|Joy News|Latest News|HomePage|Ghana|Current Affairs|Election 2024|NDC
8sb4XlRxkg4,Election 2024: Ghanaians should give John Mahama another chance at presidency - Richard Mofe-Damijo,2024-11-25T13:13:33Z,10709,
xUEDCrdtJOw,"Dr. Bawumia concedes defeat, congratulates John Mahama for winning 2024 Presidential Elections",2024-12-08T10:00:27Z,10687,
S1ZfbHTXtqk,"2024 Election Results: Agradaa Is Going Mad Over NPP Lose, Pantang Election Results Causes A Stir",2024-12-08T01:30:32Z,10575,GhanaCelebrities|GhanaEntertainment|GhanaToday|AmazingTVGhana|Ghana|Gh|Subscribers|Subscriber|GhanaNews
2bCxvB4dq90,Election 2024: The NDC alleges the deployment of 200 “military personnel” into the Ashanti Region,2024-12-06T22:42:21Z,10514,Election 2024|NDC|Joseph Yamin|Electoral Commission|Jean Mensa|Military|John Mahama|Ashanti Region|National Democratic Congress|NPP|Dr Mahamudu Bawumia|Denniss Miracles Aboagye
Cf1qLZc0xyk,Election 2024: Asantehene denies strained ties between NDC and Manhyia Palace,2024-12-03T20:14:04Z,10391,Election 2024|NDC|Johnson Asiedu Nketia|The Green Wave|John Mahama|Youth unemployment|Nana Jane Opoku Mensah|General Mosquito|Asantehene|Manhyia Palace|Otumfuor Osei Tutu II
HubAcfbBaHA,2024 Elections In Ghana:  I Saw The Leading Winner In More Attacks.,2024-12-01T17:13:35Z,10274,sarkodie|stonbwoy|shattawale|mahama|serwaa|lilwin|funnyface|kennedyagyapong|revobofour|traceboakye|nanayawsarfoh|kofioduro|abronye|asem|ghananews|nana yaw sarfo|adomtv|nhyiratv|Apostle Agyenim Boateng|utv ghana|CHURCH|nana addo|obinim|mzbel|akuapempoloo|charlotteoduro|real woman in me|kofi tv|gh page|zionfelix|evangelist awusi|Trends GH TV|Oman channel|Pinax tv|2muchgh|king2tv|sunday groove|rtv ghana|ghpage|oneghanatv
DSCJIUvj8tk,Ghana: Former president John Mahama wins election • FRANCE 24 English,2024-12-10T21:12:00Z,10249,DR Congo|Ghana|Rwanda
refVdViE5g0,"2024 Election Results: One De@d, Ballot Papers Scattered At Ayawaso West Wuogon As NPP And NDC Cl@sh",2024-12-08T01:55:12Z,10161,GhanaCelebrities|GhanaEntertainment|GhanaToday|AmazingTVGhana|Ghana|Gh|Subscribers|Subscriber|GhanaNews
im-rbdC7u7M,Election 2024: Election fever grips Ghana as candidates campaign nationwide | The Pulse (15-11-24),2024-11-15T19:58:08Z,9986,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana
4mGHUkYdEYI,Election 2024: NDC briefs public on alleged plot to rig the December 7 polls,2024-11-19T15:17:29Z,9702,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana
60L7e93v_K4,Election 2024: Malik Basintale storms the NDC Final Rally in full readiness for the election,2024-12-05T20:32:40Z,9652,
F039SESlurc,LIVE NOW: NPP Hold Press Briefing On Election 2024,2024-12-06T21:35:48Z,9646,New Patriotic Party|Bawumia|Mahamudu Bawumia|New Patriotic Party (NPP)|NPP|NPP Final Rally 2024|Election 2024|Nana Addo Dankwa Akufo-Addo|2024 Ghana elections|election 2024|NPP press briefing
SxyVPEha0Uc,"Voting opens in Ghana presidential, parliamentary election | AFP",2024-12-07T07:50:10Z,9523,1ST|IMAGES|GHANA|ELECTION|VOTE|POLITICS|AFP|NEWS|ACTU|INFO
Kadklw4Nltg,Election 2024: EC Chairperson present final and certified voter register | The Pulse (6-11-24),2024-11-06T18:30:20Z,9418,
lRykGiLIr0M,Bawumia Breaks Silence: This Is Why The NPP Lost Big in 2024 Election!,2025-04-23T15:01:58Z,9366,Channel1News|ChannelOne TV|GhanaNews|Ghana|News
Bq6kc5XrwLU,Election 2024: Latest Poll Predicts likely One-Touch Victory for Mahama,2024-10-01T20:27:34Z,9339,TV3|TV3 Ghana|Media General|TV3 News|Tv3 Midday News|News360|Ghana News on TV3|3News|Onua TV|3FM|3News Online|Date Rush|GMB|Ghana's Most Beautiful|Perfect Match Xtra|PMX|Perfect Match|TheDayShow|ShowBiz360|TheDayShow With Berla Mundi|TV3TalentedKidz
JvXw4Ix_2EQ,Election 2024: Fitch Solutions tips Mahama to win Ghana's Presidential elections | Election Brief,2024-11-11T14:46:22Z,9275,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana
99uJAYct7-0,Election 2024: NDC claims significant majority in parliamentary polls,2024-12-08T17:12:25Z,9236,
nexFiFu0cSI,Elections 2024: Stephen Amoah caught on Camera - Chaos at Awutu Senya - Joyce Bawah reveals,2024-12-07T14:26:44Z,9201,Ghana news|Ghana elections 2024|Freemind Family Ghana|Joyce Bawah|NPP Stephen Amoah
BBZBWUaqpFg,"Election 2024: John Mahama responds to Bawumia’s fifty questions, dismissing them as “useless”.",2024-10-30T13:14:36Z,9191,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|Chieftaincy|Ghanaian lawyers|Economy|YouTube|Joy News|Latest News|HomePage|Ghana|Current Affairs|Ghana International News|joy News|Galamsey|Illegal Mining|Mining|Akufo Addo|Chairman Wontumi|Wontumi|Water bodies|Illegal Miners|Locals|Rivers|Pra|Densu|NDC|Electoral Commission|NSMQ|PNC|Bernard Mornah
idQ2MJSlkSc,Rev. Owusu Bempah prophesies victory for John Mahama in 2024 elections,2024-10-01T18:38:21Z,9091,Ghanaweb TV|Ghana|web|Africa|GhanaWeb|Ghana News|news|ghananews
GKmzV_MSLjg,Ghana 2024 Elections Live Updates,2024-12-08T01:18:05Z,8959,
OfUaAHoF0qc,"Election 2024: Former Nigerian President, Goodluck Jonathan addresses the press",2024-12-07T09:11:19Z,8902,NPP|NDC|Election 2024|Election Headquarters
_7wA3m6nrNc,Election 2024: Let's send the elephant back into the bush - John Dumelo. #ElectionHQ,2024-12-05T19:40:59Z,8829,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana|Election 2024
v1iATq1nDas,It is not true I lost 2024 election because I'm a Muslim - Dr Mahamudu Bawumia,2025-04-23T14:26:36Z,8802,Dr Bawumia|NPP Thank you tour
aOogCXi0-N4,Election 2024: Samira Bawumia urges market women to vote for NPP,2024-11-12T20:26:10Z,8417,Samira Bawumia|Mahamudu Bawumia|Election 2024|John Mahama|NPP|NDC|Women’s Trade Empowerment Fund|Okaishie Market
VYuj37jPSq0,Elections 2024: PNC throws its support behind the NDC,2024-11-27T20:31:47Z,8308,Election 2024|Just-Turned-18|mock voting|NDC|NPP|John Mahama|Dr. Bawumia|PNC|Bernard Monarh|Samson Awingobit
nsby1BgECCo,Election 2024: PNC Flagbearer Bernard Mornah joins Mahama's campaign trail | AM News,2024-12-05T07:32:35Z,8273,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana
V7pNBGnlMe8,Election 2024: Donald Trump's win to guarantee victory for John Mahama? | News Desk,2024-11-06T11:53:03Z,8217,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana|Election 2024
Z2n79sdzotI,Owusu Bempah fresh Prophecy on Bawumia & Mahama Ghana 2024 Elections,2024-11-24T19:42:41Z,8113,
xL3Rs-TC_7k,Election 2024: Dispute at Eastern Regional police headquarters mars special voting,2024-12-05T13:25:22Z,8058,Ghana Political Issues|Ghana Politics|Matters Arising in Ghana|NPP|CPP|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|NDC|By election|Trends GH|Politicians|Politics
RgL_uoEmncE,Ghana's opposition candidate John Mahama hopes for 'successful election' process | AFP,2024-12-07T14:12:08Z,8040,1ST|IMAGES|GHANA|POLITICS|VOTE|MAHAMA|AFP|NEWS|ACTU|INFO
yF2bAC31haQ,2024 Elections: NDC supporters in Weija-Gbawe demand their candidate be declared winner | The Pulse,2024-12-16T17:22:03Z,8027,Political Issues|Ghana Politics|Matters Arising in Ghana|NPP Ghana|CPP|NDC|PPP|National Budget|Chieftaincy|Ghanaian lawyers|Economy|Constitution|Election|Campaign|YouTube|joy News|Latest News|Headlines|News in Ghana|NPP's presser on re-collation deserves to be dismissed with contempt - Tanko-Computer
EhFz-e--P4A,Provisional Results of 2024 Election across the country,2024-12-07T19:02:17Z,8026,RtvGhana|ADOM TV|KOFI TV|ST SARK|RTV GHANA|NPP|NDC|ONE GHANA|ONE VISION|GHANA WEB|GHANA TUBE|MyJoyOnline TV|DELAY TV|Shatta Movement Empire|Lynx Entertainment|Official Liezer Legacy Productions|One Love One People One Ghana|AUGUSTINE K|mega ghnews|Adventures Of Kalybos|BOBOGYA|CHANNEL 1|GHANA NIE|Christ Mercyland|Medikal|OfficiaSarkodie|Magraheb TV|Vybe Africa|Smart Ghana Update|#RtvGhana
9IjNNAgUEVs,"Ghana Election 2024, this is what I have to say - Apostle Amoako Attah #aposteamoakoattah",2024-12-02T12:05:57Z,7967,
vfJfWzD1k2w,Ghana's Elections 2024 - What it means for Homebuilders and Diaspora,2024-12-09T09:13:10Z,7918,
